Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas2546     Pavarde2546         6    8    8    7    9    2    
Vardas7762     Pavarde7762         4    4    10   6    5    5    
Vardas726      Pavarde726          6    3    4    6    4    10   
Vardas48       Pavarde48           3    10   2    8    4    4    
Vardas7427     Pavarde7427         10   9    2    8    4    3    
Vardas4573     Pavarde4573         4    3    1    5    4    7    
Vardas5004     Pavarde5004         5    2    10   7    6    1    
Vardas9792     Pavarde9792         6    8    5    8    6    4    
Vardas6333     Pavarde6333         6    6    10   4    3    4    
Vardas4147     Pavarde4147         2    3    6    1    6    1    
Vardas2600     Pavarde2600         5    3    1    3    10   2    
Vardas9900     Pavarde9900         5    8    3    5    6    2    
Vardas992      Pavarde992          7    3    7    7    4    9    
Vardas7015     Pavarde7015         10   7    10   6    1    10   
Vardas2763     Pavarde2763         7    8    5    4    6    1    
Vardas1902     Pavarde1902         4    2    8    2    10   8    
Vardas1342     Pavarde1342         9    4    5    4    5    5    
Vardas1735     Pavarde1735         2    8    9    6    1    8    
Vardas4080     Pavarde4080         4    4    4    10   4    8    
Vardas5035     Pavarde5035         9    7    2    8    2    4    
Vardas5355     Pavarde5355         9    3    1    7    6    1    
Vardas3450     Pavarde3450         2    4    3    9    10   4    
Vardas9817     Pavarde9817         9    8    1    8    3    5    
Vardas1966     Pavarde1966         7    3    1    3    3    3    
Vardas5219     Pavarde5219         3    5    2    9    7    8    
Vardas2347     Pavarde2347         5    6    7    5    4    10   
Vardas1480     Pavarde1480         9    7    4    1    5    9    
Vardas1734     Pavarde1734         2    6    10   8    6    3    
Vardas6060     Pavarde6060         9    5    2    8    9    1    
Vardas3061     Pavarde3061         10   1    3    7    3    8    
Vardas7818     Pavarde7818         7    5    10   10   2    9    
Vardas2525     Pavarde2525         3    7    3    7    6    3    
Vardas1518     Pavarde1518         5    8    9    1    1    7    
Vardas1822     Pavarde1822         6    6    8    3    7    7    
Vardas8314     Pavarde8314         6    1    8    10   5    2    
Vardas9738     Pavarde9738         1    5    8    7    10   6    
Vardas3873     Pavarde3873         8    1    5    5    4    9    
Vardas3464     Pavarde3464         9    5    10   8    8    5    
Vardas3891     Pavarde3891         7    9    9    10   8    5    
Vardas2569     Pavarde2569         10   2    5    8    9    7    
Vardas1527     Pavarde1527         8    6    5    3    1    3    
Vardas6150     Pavarde6150         3    9    1    1    2    8    
Vardas8998     Pavarde8998         2    7    2    1    1    9    
Vardas5641     Pavarde5641         8    5    10   8    9    5    
Vardas2603     Pavarde2603         1    2    3    1    8    1    
Vardas9964     Pavarde9964         2    10   10   7    8    3    
Vardas558      Pavarde558          6    1    8    9    1    9    
Vardas1063     Pavarde1063         6    2    8    1    8    4    
Vardas3625     Pavarde3625         3    7    9    4    7    5    
Vardas7674     Pavarde7674         9    7    4    10   7    3    
Vardas81       Pavarde81           5    5    2    1    4    9    
Vardas7609     Pavarde7609         8    4    4    2    4    5    
Vardas1870     Pavarde1870         10   8    3    4    6    8    
Vardas1033     Pavarde1033         5    2    9    7    1    9    
Vardas9528     Pavarde9528         1    6    4    5    7    5    
Vardas3932     Pavarde3932         8    10   4    9    7    4    
Vardas529      Pavarde529          1    5    5    1    4    6    
Vardas3255     Pavarde3255         10   9    2    7    5    10   
Vardas7665     Pavarde7665         7    3    6    7    6    3    
Vardas4194     Pavarde4194         10   10   4    4    1    1    
Vardas1427     Pavarde1427         8    10   4    7    8    9    
Vardas1919     Pavarde1919         6    10   1    7    10   8    
Vardas3204     Pavarde3204         4    10   9    8    8    2    
Vardas4710     Pavarde4710         9    9    10   9    6    8    
Vardas244      Pavarde244          4    5    6    5    6    6    
Vardas3757     Pavarde3757         7    5    3    5    2    7    
Vardas8532     Pavarde8532         2    6    8    2    10   5    
Vardas4482     Pavarde4482         4    9    9    1    10   7    
Vardas6583     Pavarde6583         4    4    6    3    9    3    
Vardas9392     Pavarde9392         8    3    3    6    7    5    
Vardas6040     Pavarde6040         10   9    3    1    3    2    
Vardas5875     Pavarde5875         10   3    9    2    1    9    
Vardas9176     Pavarde9176         4    2    3    2    4    2    
Vardas8704     Pavarde8704         10   5    5    6    3    8    
Vardas9593     Pavarde9593         4    8    4    10   2    4    
Vardas9562     Pavarde9562         6    5    3    2    3    10   
Vardas2412     Pavarde2412         7    7    7    8    5    6    
Vardas8003     Pavarde8003         3    10   10   5    9    7    
Vardas2093     Pavarde2093         4    9    1    1    9    1    
Vardas8758     Pavarde8758         3    5    10   4    1    5    
Vardas9128     Pavarde9128         3    3    2    2    6    3    
Vardas2266     Pavarde2266         4    1    5    4    6    1    
Vardas5060     Pavarde5060         3    10   9    4    1    10   
Vardas3632     Pavarde3632         1    8    10   5    8    4    
Vardas8437     Pavarde8437         9    1    4    10   9    1    
Vardas1953     Pavarde1953         2    9    8    3    5    1    
Vardas8417     Pavarde8417         2    3    5    3    1    10   
Vardas311      Pavarde311          4    10   4    7    6    3    
Vardas5843     Pavarde5843         5    1    2    8    8    2    
Vardas566      Pavarde566          2    6    6    7    9    8    
Vardas7932     Pavarde7932         3    5    3    2    6    3    
Vardas6429     Pavarde6429         8    4    2    1    1    4    
Vardas8268     Pavarde8268         8    2    10   1    8    8    
Vardas8921     Pavarde8921         8    3    4    2    4    3    
Vardas8039     Pavarde8039         3    10   7    5    10   2    
Vardas2273     Pavarde2273         8    8    1    6    9    6    
Vardas3564     Pavarde3564         1    8    2    7    5    7    
Vardas324      Pavarde324          7    6    6    3    3    9    
Vardas5358     Pavarde5358         5    2    4    6    3    4    
Vardas9758     Pavarde9758         8    3    3    4    4    1    
Vardas6942     Pavarde6942         10   8    6    10   4    9    
Vardas749      Pavarde749          4    4    2    4    8    7    
Vardas3235     Pavarde3235         1    5    2    5    10   1    
Vardas8452     Pavarde8452         7    2    7    1    1    10   
Vardas2393     Pavarde2393         7    9    8    8    4    5    
Vardas6058     Pavarde6058         5    1    4    4    6    5    
Vardas2777     Pavarde2777         2    10   2    9    1    7    
Vardas2581     Pavarde2581         9    2    10   3    6    6    
Vardas1515     Pavarde1515         2    6    5    7    10   7    
Vardas6532     Pavarde6532         10   4    5    9    5    4    
Vardas5008     Pavarde5008         6    3    10   8    2    7    
Vardas8691     Pavarde8691         9    4    6    2    2    4    
Vardas3814     Pavarde3814         10   1    3    7    10   5    
Vardas1823     Pavarde1823         3    4    6    4    2    8    
Vardas1938     Pavarde1938         3    10   4    3    10   9    
Vardas1272     Pavarde1272         8    5    5    3    8    6    
Vardas9369     Pavarde9369         9    10   3    3    5    2    
Vardas8729     Pavarde8729         4    7    7    1    10   7    
Vardas1788     Pavarde1788         2    3    2    10   1    2    
Vardas2645     Pavarde2645         1    8    1    1    6    7    
Vardas81       Pavarde81           9    2    9    9    3    1    
Vardas10000    Pavarde10000        5    6    3    4    4    5    
Vardas1535     Pavarde1535         7    4    9    4    7    4    
Vardas8431     Pavarde8431         2    8    8    1    7    3    
Vardas8688     Pavarde8688         1    3    5    10   9    3    
Vardas1672     Pavarde1672         10   8    1    9    8    3    
Vardas1560     Pavarde1560         7    2    8    5    3    2    
Vardas2566     Pavarde2566         4    5    5    3    7    5    
Vardas8557     Pavarde8557         2    4    2    10   10   10   
Vardas7390     Pavarde7390         1    9    5    4    10   5    
Vardas654      Pavarde654          5    6    10   3    5    1    
Vardas6424     Pavarde6424         7    8    1    8    2    3    
Vardas2189     Pavarde2189         5    3    1    7    4    10   
Vardas5878     Pavarde5878         2    6    10   9    5    2    
Vardas5995     Pavarde5995         9    8    8    4    4    9    
Vardas6341     Pavarde6341         7    3    1    9    3    2    
Vardas2065     Pavarde2065         5    9    1    8    2    10   
Vardas9868     Pavarde9868         7    8    7    6    1    3    
Vardas7598     Pavarde7598         5    6    5    3    9    9    
Vardas6532     Pavarde6532         7    4    6    2    5    9    
Vardas2401     Pavarde2401         9    6    8    7    2    5    
Vardas6440     Pavarde6440         9    8    7    1    10   6    
Vardas2911     Pavarde2911         5    9    9    3    9    2    
Vardas166      Pavarde166          9    5    7    7    5    10   
Vardas9720     Pavarde9720         2    4    6    10   1    3    
Vardas7298     Pavarde7298         7    9    7    5    3    1    
Vardas5986     Pavarde5986         8    10   1    5    2    6    
Vardas681      Pavarde681          6    2    7    8    6    3    
Vardas1441     Pavarde1441         5    5    1    10   7    2    
Vardas2137     Pavarde2137         8    8    7    4    6    7    
Vardas5376     Pavarde5376         1    10   5    3    8    4    
Vardas9776     Pavarde9776         7    3    1    1    3    8    
Vardas9937     Pavarde9937         9    10   10   4    1    10   
Vardas3615     Pavarde3615         10   9    7    5    10   2    
Vardas1779     Pavarde1779         4    5    7    7    9    9    
Vardas9408     Pavarde9408         2    7    10   1    1    9    
Vardas2790     Pavarde2790         9    8    8    5    5    6    
Vardas5415     Pavarde5415         8    4    10   3    9    2    
Vardas8978     Pavarde8978         5    6    4    6    6    2    
Vardas9613     Pavarde9613         10   1    5    7    2    8    
Vardas3919     Pavarde3919         10   8    9    5    1    5    
Vardas6529     Pavarde6529         4    8    2    7    2    8    
Vardas5869     Pavarde5869         3    3    6    3    3    3    
Vardas5622     Pavarde5622         3    1    6    3    1    8    
Vardas332      Pavarde332          1    8    4    8    5    8    
Vardas5220     Pavarde5220         2    9    7    2    4    4    
Vardas9114     Pavarde9114         5    5    6    2    6    7    
Vardas6719     Pavarde6719         2    10   6    4    5    2    
Vardas7928     Pavarde7928         2    6    9    10   10   4    
Vardas3661     Pavarde3661         1    8    2    1    6    1    
Vardas5455     Pavarde5455         8    10   1    9    4    7    
Vardas7998     Pavarde7998         7    6    6    7    4    4    
Vardas8949     Pavarde8949         8    9    7    2    5    9    
Vardas711      Pavarde711          8    1    2    8    9    7    
Vardas913      Pavarde913          5    5    7    9    8    9    
Vardas2551     Pavarde2551         5    9    8    5    2    4    
Vardas3896     Pavarde3896         8    10   8    3    9    7    
Vardas7051     Pavarde7051         9    8    4    3    6    2    
Vardas366      Pavarde366          5    6    2    6    9    6    
Vardas2923     Pavarde2923         9    3    7    1    9    8    
Vardas53       Pavarde53           1    3    1    10   3    8    
Vardas8442     Pavarde8442         8    7    9    8    6    10   
Vardas7495     Pavarde7495         4    6    5    1    7    7    
Vardas3374     Pavarde3374         3    6    10   3    7    8    
Vardas7117     Pavarde7117         5    7    2    7    9    7    
Vardas1944     Pavarde1944         2    2    2    9    9    7    
Vardas928      Pavarde928          2    5    3    9    7    10   
Vardas7784     Pavarde7784         1    8    7    3    5    10   
Vardas2070     Pavarde2070         10   6    2    3    8    1    
Vardas9804     Pavarde9804         1    6    3    6    7    10   
Vardas2540     Pavarde2540         8    3    6    6    2    6    
Vardas3663     Pavarde3663         3    7    1    9    8    1    
Vardas3354     Pavarde3354         7    5    2    2    6    6    
Vardas2885     Pavarde2885         6    3    6    7    2    6    
Vardas339      Pavarde339          3    4    10   4    6    10   
Vardas9410     Pavarde9410         5    3    6    6    1    9    
Vardas8003     Pavarde8003         10   3    9    7    6    1    
Vardas1934     Pavarde1934         4    8    1    8    9    10   
Vardas582      Pavarde582          10   8    2    3    10   7    
Vardas1288     Pavarde1288         3    6    3    2    4    3    
Vardas7494     Pavarde7494         10   3    7    7    10   5    
Vardas1141     Pavarde1141         1    4    3    8    2    5    
Vardas2870     Pavarde2870         10   2    5    9    6    5    
Vardas10       Pavarde10           5    4    9    4    4    10   
Vardas3039     Pavarde3039         7    9    3    9    3    10   
Vardas2280     Pavarde2280         4    1    4    10   2    1    
Vardas96       Pavarde96           9    2    4    10   2    6    
Vardas6351     Pavarde6351         8    2    6    9    4    2    
Vardas9469     Pavarde9469         5    3    1    2    4    1    
Vardas6849     Pavarde6849         6    9    4    3    5    10   
Vardas588      Pavarde588          4    1    5    8    10   10   
Vardas1046     Pavarde1046         1    7    4    5    5    6    
Vardas3070     Pavarde3070         3    7    3    7    2    10   
Vardas468      Pavarde468          7    10   10   3    3    6    
Vardas1351     Pavarde1351         1    10   2    6    4    7    
Vardas3481     Pavarde3481         8    5    2    3    9    9    
Vardas2172     Pavarde2172         5    2    7    5    4    8    
Vardas6326     Pavarde6326         6    9    8    8    7    5    
Vardas9758     Pavarde9758         6    4    5    8    9    7    
Vardas1199     Pavarde1199         8    2    6    9    8    1    
Vardas7720     Pavarde7720         10   8    9    8    4    8    
Vardas9359     Pavarde9359         10   6    5    8    2    9    
Vardas3229     Pavarde3229         6    8    4    10   6    8    
Vardas1634     Pavarde1634         5    10   2    5    6    1    
Vardas9415     Pavarde9415         6    8    6    2    1    10   
Vardas7315     Pavarde7315         7    10   7    9    6    9    
Vardas8520     Pavarde8520         4    8    6    7    3    1    
Vardas9059     Pavarde9059         2    9    8    4    8    7    
Vardas8763     Pavarde8763         6    10   3    6    7    9    
Vardas2973     Pavarde2973         5    3    9    6    2    7    
Vardas9896     Pavarde9896         3    5    9    10   1    9    
Vardas122      Pavarde122          7    10   9    4    6    9    
Vardas8820     Pavarde8820         4    6    2    6    4    9    
Vardas7885     Pavarde7885         10   2    3    4    2    4    
Vardas8713     Pavarde8713         4    2    9    1    10   8    
Vardas2050     Pavarde2050         9    1    5    9    3    8    
Vardas7944     Pavarde7944         7    9    5    5    4    1    
Vardas3412     Pavarde3412         8    4    8    6    4    7    
Vardas8578     Pavarde8578         6    6    7    4    4    6    
Vardas9364     Pavarde9364         10   7    1    7    9    3    
Vardas2879     Pavarde2879         3    5    8    6    6    5    
Vardas4333     Pavarde4333         10   6    6    2    4    10   
Vardas7285     Pavarde7285         8    8    7    2    6    3    
Vardas2851     Pavarde2851         10   1    8    8    6    2    
Vardas8051     Pavarde8051         10   9    10   6    4    2    
Vardas4830     Pavarde4830         8    1    10   2    7    3    
Vardas2729     Pavarde2729         5    1    2    2    2    1    
Vardas199      Pavarde199          2    9    5    10   3    4    
Vardas1734     Pavarde1734         1    9    8    9    7    2    
Vardas9343     Pavarde9343         4    5    8    9    1    4    
Vardas2469     Pavarde2469         2    7    9    4    4    7    
Vardas9278     Pavarde9278         5    6    10   5    3    2    
Vardas5093     Pavarde5093         7    1    4    3    2    6    
Vardas8553     Pavarde8553         7    8    2    5    3    10   
Vardas766      Pavarde766          4    2    5    10   2    5    
Vardas7743     Pavarde7743         2    10   2    2    1    9    
Vardas9661     Pavarde9661         4    7    7    4    8    2    
Vardas2547     Pavarde2547         6    7    7    10   4    7    
Vardas7219     Pavarde7219         1    1    6    6    10   1    
Vardas593      Pavarde593          6    1    7    1    5    6    
Vardas5867     Pavarde5867         10   8    1    4    8    8    
Vardas1849     Pavarde1849         4    4    1    4    7    5    
Vardas8056     Pavarde8056         1    5    8    9    6    8    
Vardas8892     Pavarde8892         8    2    8    10   9    6    
Vardas8809     Pavarde8809         4    5    9    5    2    6    
Vardas9645     Pavarde9645         2    1    6    8    6    3    
Vardas9745     Pavarde9745         7    5    7    6    5    4    
Vardas2813     Pavarde2813         2    1    10   6    3    5    
Vardas3863     Pavarde3863         7    9    4    2    2    9    
Vardas1858     Pavarde1858         9    10   8    6    2    7    
Vardas7680     Pavarde7680         7    1    2    1    7    1    
Vardas9455     Pavarde9455         3    1    6    6    4    9    
Vardas1111     Pavarde1111         2    5    2    8    9    1    
Vardas87       Pavarde87           1    1    3    7    2    2    
Vardas6209     Pavarde6209         3    1    6    1    6    1    
Vardas1512     Pavarde1512         7    4    5    3    9    10   
Vardas3948     Pavarde3948         1    9    10   5    10   9    
Vardas865      Pavarde865          7    2    7    4    9    1    
Vardas7845     Pavarde7845         3    10   9    5    7    2    
Vardas9234     Pavarde9234         6    2    1    8    1    9    
Vardas7444     Pavarde7444         6    7    7    8    7    9    
Vardas9915     Pavarde9915         10   8    7    7    2    4    
Vardas1148     Pavarde1148         3    4    1    10   1    1    
Vardas9787     Pavarde9787         6    10   5    3    4    6    
Vardas2004     Pavarde2004         1    8    7    9    7    5    
Vardas8418     Pavarde8418         3    8    10   3    8    7    
Vardas8071     Pavarde8071         4    9    2    2    3    5    
Vardas1807     Pavarde1807         7    2    10   1    9    7    
Vardas7732     Pavarde7732         5    6    6    6    5    2    
Vardas8716     Pavarde8716         6    2    9    2    5    2    
Vardas8366     Pavarde8366         9    1    6    4    1    8    
Vardas948      Pavarde948          7    10   7    8    6    1    
Vardas2268     Pavarde2268         4    10   6    10   1    5    
Vardas9257     Pavarde9257         6    3    9    1    6    4    
Vardas4798     Pavarde4798         2    7    3    4    4    3    
Vardas565      Pavarde565          8    2    2    3    2    7    
Vardas2142     Pavarde2142         7    1    1    5    9    1    
Vardas4044     Pavarde4044         2    5    6    3    1    10   
Vardas5078     Pavarde5078         10   10   7    5    7    4    
Vardas2979     Pavarde2979         5    4    7    5    7    9    
Vardas7924     Pavarde7924         3    7    3    3    2    1    
Vardas6395     Pavarde6395         2    5    2    9    2    9    
Vardas226      Pavarde226          1    9    4    9    4    10   
Vardas5625     Pavarde5625         10   7    8    10   1    2    
Vardas1692     Pavarde1692         8    6    4    1    9    10   
Vardas1029     Pavarde1029         6    2    6    3    10   8    
Vardas2696     Pavarde2696         2    3    3    1    7    2    
Vardas3262     Pavarde3262         9    9    10   10   5    10   
Vardas2178     Pavarde2178         8    4    2    7    8    7    
Vardas4468     Pavarde4468         3    1    2    10   2    8    
Vardas7186     Pavarde7186         10   3    9    8    2    10   
Vardas6353     Pavarde6353         7    8    3    4    4    4    
Vardas1485     Pavarde1485         2    4    6    10   6    1    
Vardas7139     Pavarde7139         10   7    4    1    4    5    
Vardas1932     Pavarde1932         4    8    9    9    8    5    
Vardas5247     Pavarde5247         8    7    1    7    1    1    
Vardas7661     Pavarde7661         4    8    4    10   3    3    
Vardas1009     Pavarde1009         5    8    10   7    3    6    
Vardas7872     Pavarde7872         9    1    3    5    8    4    
Vardas6472     Pavarde6472         2    3    5    8    2    10   
Vardas581      Pavarde581          9    1    3    5    1    6    
Vardas598      Pavarde598          2    9    9    6    8    10   
Vardas9007     Pavarde9007         3    9    1    7    4    1    
Vardas6275     Pavarde6275         5    5    4    9    1    6    
Vardas2308     Pavarde2308         3    6    3    9    2    5    
Vardas757      Pavarde757          8    3    6    5    9    5    
Vardas8593     Pavarde8593         1    7    8    8    2    1    
Vardas3711     Pavarde3711         2    9    7    6    8    8    
Vardas4041     Pavarde4041         1    2    2    9    10   5    
Vardas6115     Pavarde6115         7    2    8    9    2    3    
Vardas1711     Pavarde1711         5    3    7    9    7    3    
Vardas9676     Pavarde9676         2    1    3    10   7    6    
Vardas6951     Pavarde6951         6    4    4    7    10   5    
Vardas2359     Pavarde2359         3    5    3    6    1    5    
Vardas3312     Pavarde3312         10   9    3    5    5    10   
Vardas6936     Pavarde6936         7    8    1    8    8    9    
Vardas8230     Pavarde8230         1    2    3    2    6    5    
Vardas9794     Pavarde9794         8    2    2    7    6    8    
Vardas8274     Pavarde8274         5    10   3    2    4    10   
Vardas9710     Pavarde9710         4    2    2    1    6    8    
Vardas2779     Pavarde2779         2    4    4    3    8    6    
Vardas2560     Pavarde2560         9    1    1    7    2    3    
Vardas2746     Pavarde2746         5    10   10   7    9    3    
Vardas2924     Pavarde2924         10   2    8    6    5    9    
Vardas425      Pavarde425          6    4    2    1    8    6    
Vardas1983     Pavarde1983         2    5    5    6    6    1    
Vardas7150     Pavarde7150         6    10   9    6    3    10   
Vardas163      Pavarde163          9    3    5    10   10   6    
Vardas969      Pavarde969          1    10   4    1    1    1    
Vardas9407     Pavarde9407         7    5    6    3    4    3    
Vardas6097     Pavarde6097         7    8    8    6    8    9    
Vardas4452     Pavarde4452         5    6    7    6    4    2    
Vardas8471     Pavarde8471         5    9    9    4    1    1    
Vardas7611     Pavarde7611         4    7    6    7    6    5    
Vardas4079     Pavarde4079         7    6    9    5    10   1    
Vardas7480     Pavarde7480         3    3    3    2    5    1    
Vardas2797     Pavarde2797         4    6    4    1    5    9    
Vardas7398     Pavarde7398         2    10   10   2    10   3    
Vardas2186     Pavarde2186         4    10   1    10   9    6    
Vardas2497     Pavarde2497         2    1    1    5    3    8    
Vardas3044     Pavarde3044         1    8    1    7    3    8    
Vardas8298     Pavarde8298         5    6    6    3    1    9    
Vardas3462     Pavarde3462         7    9    5    8    1    7    
Vardas6480     Pavarde6480         5    3    3    6    10   3    
Vardas4697     Pavarde4697         8    10   10   4    4    7    
Vardas573      Pavarde573          4    9    8    8    10   7    
Vardas4465     Pavarde4465         7    10   2    10   1    5    
Vardas5286     Pavarde5286         4    8    4    6    6    1    
Vardas4878     Pavarde4878         2    3    1    1    5    8    
Vardas884      Pavarde884          9    5    6    2    4    8    
Vardas8518     Pavarde8518         7    3    6    2    8    7    
Vardas9982     Pavarde9982         8    2    4    4    2    8    
Vardas6562     Pavarde6562         1    1    3    3    9    5    
Vardas316      Pavarde316          9    6    10   7    9    3    
Vardas9715     Pavarde9715         5    10   4    8    5    4    
Vardas5914     Pavarde5914         3    7    7    1    2    9    
Vardas7537     Pavarde7537         7    8    8    5    10   3    
Vardas2822     Pavarde2822         8    5    8    3    3    7    
Vardas5943     Pavarde5943         8    2    5    3    8    1    
Vardas2718     Pavarde2718         9    3    6    6    3    6    
Vardas527      Pavarde527          2    5    10   7    3    6    
Vardas4947     Pavarde4947         3    8    4    4    8    8    
Vardas2945     Pavarde2945         9    10   6    9    4    4    
Vardas9594     Pavarde9594         8    8    5    5    10   8    
Vardas3906     Pavarde3906         6    9    8    3    9    3    
Vardas9345     Pavarde9345         8    4    6    4    3    5    
Vardas5334     Pavarde5334         10   10   10   1    5    1    
Vardas6379     Pavarde6379         8    5    1    1    1    7    
Vardas4703     Pavarde4703         1    7    8    10   10   1    
Vardas1252     Pavarde1252         10   10   2    7    9    2    
Vardas1522     Pavarde1522         4    9    10   2    6    7    
Vardas3923     Pavarde3923         2    1    8    8    9    4    
Vardas6535     Pavarde6535         8    10   4    4    5    8    
Vardas440      Pavarde440          5    5    3    3    3    2    
Vardas337      Pavarde337          5    3    1    4    2    5    
Vardas6183     Pavarde6183         5    8    7    7    2    4    
Vardas6306     Pavarde6306         5    4    7    6    10   5    
Vardas2885     Pavarde2885         2    5    5    2    10   1    
Vardas1023     Pavarde1023         8    8    5    2    1    8    
Vardas8170     Pavarde8170         8    6    3    6    1    4    
Vardas6330     Pavarde6330         10   4    1    2    8    5    
Vardas676      Pavarde676          10   4    9    8    7    3    
Vardas6893     Pavarde6893         5    5    7    9    9    5    
Vardas4120     Pavarde4120         7    7    9    3    3    5    
Vardas188      Pavarde188          7    6    6    6    9    8    
Vardas3937     Pavarde3937         10   9    2    10   4    10   
Vardas7558     Pavarde7558         9    6    9    6    9    10   
Vardas2357     Pavarde2357         9    1    10   9    5    10   
Vardas7708     Pavarde7708         1    4    8    1    6    2    
Vardas8209     Pavarde8209         2    8    6    1    1    9    
Vardas5346     Pavarde5346         4    3    5    5    1    4    
Vardas311      Pavarde311          2    1    6    4    1    2    
Vardas9095     Pavarde9095         9    5    10   4    3    4    
Vardas9990     Pavarde9990         2    5    1    4    4    1    
Vardas4585     Pavarde4585         2    1    6    10   4    6    
Vardas273      Pavarde273          2    10   6    9    8    8    
Vardas6542     Pavarde6542         6    5    10   2    4    4    
Vardas4496     Pavarde4496         6    1    7    8    7    8    
Vardas715      Pavarde715          6    8    6    3    7    7    
Vardas6770     Pavarde6770         8    8    1    4    1    7    
Vardas5920     Pavarde5920         8    7    9    5    5    1    
Vardas9878     Pavarde9878         3    2    9    9    6    9    
Vardas4046     Pavarde4046         7    4    2    4    3    7    
Vardas589      Pavarde589          6    6    10   3    10   7    
Vardas1368     Pavarde1368         6    1    7    7    8    3    
Vardas1493     Pavarde1493         4    4    5    1    10   3    
Vardas1929     Pavarde1929         8    3    4    1    10   10   
Vardas793      Pavarde793          6    6    1    3    9    4    
Vardas4920     Pavarde4920         5    2    9    10   2    6    
Vardas4936     Pavarde4936         2    4    10   4    7    1    
Vardas3520     Pavarde3520         2    1    5    3    2    2    
Vardas379      Pavarde379          8    3    1    9    9    4    
Vardas597      Pavarde597          3    1    5    10   1    5    
Vardas5721     Pavarde5721         10   8    10   2    1    9    
Vardas1983     Pavarde1983         7    8    7    3    4    10   
Vardas2451     Pavarde2451         6    6    7    4    1    5    
Vardas19       Pavarde19           10   5    6    2    5    1    
Vardas3415     Pavarde3415         3    6    2    7    7    7    
Vardas7243     Pavarde7243         6    7    3    6    10   8    
Vardas2116     Pavarde2116         8    1    3    6    9    7    
Vardas6370     Pavarde6370         10   7    10   9    6    3    
Vardas8567     Pavarde8567         10   2    4    9    3    10   
Vardas7510     Pavarde7510         1    1    8    8    3    6    
Vardas9560     Pavarde9560         7    10   10   5    1    9    
Vardas6362     Pavarde6362         6    10   1    10   9    9    
Vardas3455     Pavarde3455         6    5    4    5    2    2    
Vardas5921     Pavarde5921         6    4    6    10   6    4    
Vardas6003     Pavarde6003         10   5    9    2    10   3    
Vardas5508     Pavarde5508         6    7    1    10   4    1    
Vardas7473     Pavarde7473         6    1    8    4    10   7    
Vardas9448     Pavarde9448         3    5    9    9    2    7    
Vardas1670     Pavarde1670         9    7    8    8    1    2    
Vardas4042     Pavarde4042         1    10   4    1    1    6    
Vardas2933     Pavarde2933         6    4    10   4    1    4    
Vardas8713     Pavarde8713         2    1    3    9    9    10   
Vardas9623     Pavarde9623         7    3    7    8    2    8    
Vardas8785     Pavarde8785         3    9    9    8    2    4    
Vardas586      Pavarde586          10   6    10   6    5    10   
Vardas4646     Pavarde4646         5    10   10   9    8    6    
Vardas1534     Pavarde1534         2    2    9    2    4    2    
Vardas9541     Pavarde9541         8    2    5    1    10   4    
Vardas3390     Pavarde3390         6    1    8    3    9    5    
Vardas1229     Pavarde1229         3    1    10   10   3    1    
Vardas611      Pavarde611          4    8    3    6    5    8    
Vardas8996     Pavarde8996         4    2    7    2    2    6    
Vardas9979     Pavarde9979         10   5    1    8    8    6    
Vardas260      Pavarde260          4    5    1    6    5    8    
Vardas7910     Pavarde7910         4    1    6    3    4    7    
Vardas2110     Pavarde2110         6    8    6    2    3    9    
Vardas6997     Pavarde6997         2    10   10   10   8    8    
Vardas2937     Pavarde2937         8    9    5    6    5    5    
Vardas3423     Pavarde3423         4    1    5    1    8    6    
Vardas2268     Pavarde2268         9    1    1    5    10   3    
Vardas1729     Pavarde1729         4    6    5    6    7    5    
Vardas4170     Pavarde4170         5    9    4    6    9    6    
Vardas760      Pavarde760          5    1    5    3    7    1    
Vardas8943     Pavarde8943         5    4    1    4    9    6    
Vardas6983     Pavarde6983         9    8    1    4    8    7    
Vardas6129     Pavarde6129         4    8    9    1    7    2    
Vardas3591     Pavarde3591         2    4    8    3    3    4    
Vardas1547     Pavarde1547         4    7    2    2    1    3    
Vardas1787     Pavarde1787         4    8    5    7    3    10   
Vardas6947     Pavarde6947         2    1    1    4    5    8    
Vardas543      Pavarde543          1    5    4    7    5    1    
Vardas3589     Pavarde3589         8    10   3    2    8    6    
Vardas2793     Pavarde2793         1    10   7    10   1    3    
Vardas5978     Pavarde5978         4    9    10   3    1    10   
Vardas2057     Pavarde2057         2    1    7    10   8    4    
Vardas5034     Pavarde5034         6    8    9    5    1    3    
Vardas7023     Pavarde7023         8    3    9    9    7    2    
Vardas1088     Pavarde1088         5    8    10   10   3    1    
Vardas6079     Pavarde6079         7    4    9    8    3    5    
Vardas4400     Pavarde4400         2    7    4    4    10   9    
Vardas398      Pavarde398          3    8    9    1    7    1    
Vardas461      Pavarde461          2    5    7    7    7    3    
Vardas4857     Pavarde4857         8    10   7    3    5    10   
Vardas3393     Pavarde3393         1    7    4    2    9    8    
Vardas2052     Pavarde2052         8    3    4    4    6    2    
Vardas7780     Pavarde7780         4    1    8    6    4    5    
Vardas3723     Pavarde3723         9    1    1    5    2    5    
Vardas6678     Pavarde6678         1    8    4    9    6    9    
Vardas6723     Pavarde6723         9    3    9    8    5    9    
Vardas5850     Pavarde5850         2    6    5    6    4    3    
